Model,Context_Length,Start,Stop,Strand,Contig,Length,Log_Likelihood
fine_tuned,25000,24281,24012,-,contig_0,270,-48.75366
fine_tuned,25000,24651,24379,-,contig_0,273,-116.8878
fine_tuned,25000,24828,24718,-,contig_0,111,-0.1592051
fine_tuned,25000,24975,24850,-,contig_0,126,-3.278325
fine_tuned,25000,3,98,+,contig_0,96,-0.1953705
fine_tuned,25000,91,213,+,contig_0,123,-2.608202
fine_tuned,25000,105,16,-,contig_3,90,-2.004358
fine_tuned,25000,685,152,-,contig_3,534,-869.7632
fine_tuned,25000,901,722,-,contig_3,180,-30.17101
fine_tuned,25000,1048,929,-,contig_3,120,-0.6168689
fine_tuned,25000,1760,1239,-,contig_3,522,-2880.83
fine_tuned,25000,2163,1825,-,contig_3,339,-1856.449
fine_tuned,25000,2682,2254,-,contig_3,429,-460.1089
fine_tuned,25000,3543,2749,-,contig_3,795,-635812.9
fine_tuned,25000,3802,3557,-,contig_3,246,-30.34469
fine_tuned,25000,4012,3803,-,contig_3,210,-9.088664
fine_tuned,25000,4539,4009,-,contig_3,531,-7306.427
fine_tuned,25000,4941,4711,-,contig_3,231,-0.5507917
fine_tuned,25000,5309,4938,-,contig_3,372,-114.3282
fine_tuned,25000,6418,5378,-,contig_3,1041,-703337700.0
fine_tuned,25000,6856,6512,-,contig_3,345,-1387.44
fine_tuned,25000,7384,6872,-,contig_3,513,-2425.045
fine_tuned,25000,8004,7444,-,contig_3,561,-18257.79
fine_tuned,25000,7991,8221,+,contig_3,231,-16.57547
fine_tuned,25000,8776,8342,-,contig_3,435,-163.8631
fine_tuned,25000,9105,8851,-,contig_3,255,-192.6438
fine_tuned,25000,9732,9142,-,contig_3,591,-235097.6
fine_tuned,25000,9968,9789,-,contig_3,180,-0.8454475
fine_tuned,25000,10796,9987,-,contig_3,810,-7843913.0
fine_tuned,25000,10870,10778,-,contig_3,93,-4.312352
fine_tuned,25000,11152,10961,-,contig_3,192,-9.777165
fine_tuned,25000,11311,11198,-,contig_3,114,-13.07342
fine_tuned,25000,11518,11363,-,contig_3,156,-39.02055
fine_tuned,25000,12105,11509,-,contig_3,597,-1387.235
fine_tuned,25000,12916,12119,-,contig_3,798,-133512.7
fine_tuned,25000,13304,12975,-,contig_3,330,-240.105
fine_tuned,25000,13570,13292,-,contig_3,279,-178.3375
fine_tuned,25000,13737,13618,-,contig_3,120,-10.39204
fine_tuned,25000,13797,13979,+,contig_3,183,-32.38814
fine_tuned,25000,13988,14149,+,contig_3,162,-39.92232
fine_tuned,25000,14146,14292,+,contig_3,147,-0.9689046
fine_tuned,25000,14337,14540,+,contig_3,204,-71.34791
fine_tuned,25000,14591,14704,+,contig_3,114,-3.292077
fine_tuned,25000,14792,15112,+,contig_3,321,-403.1066
fine_tuned,25000,15282,15905,+,contig_3,624,-874573.5
fine_tuned,25000,15977,16489,+,contig_3,513,-6379.028
fine_tuned,25000,16504,16974,+,contig_3,471,-63576.8
fine_tuned,25000,16952,17476,+,contig_3,525,-7024.365
fine_tuned,25000,17539,17679,+,contig_3,141,-3.495651
fine_tuned,25000,17695,18132,+,contig_3,438,-99.47502
fine_tuned,25000,18212,19057,+,contig_3,846,-871796.7
fine_tuned,25000,19146,19271,+,contig_3,126,-4.797493
fine_tuned,25000,19264,19845,+,contig_3,582,-1251711.0
fine_tuned,25000,19845,20429,+,contig_3,585,-69662.66
fine_tuned,25000,20536,20706,+,contig_3,171,-16.28295
fine_tuned,25000,20700,20789,+,contig_3,90,-5.784461
fine_tuned,25000,20789,21058,+,contig_3,270,-992.0599
fine_tuned,25000,21115,21204,+,contig_3,90,-0.175907
fine_tuned,25000,21227,21520,+,contig_3,294,-96.6567
fine_tuned,25000,21567,22103,+,contig_3,537,-10681.79
fine_tuned,25000,22106,22261,+,contig_3,156,-6.188142
fine_tuned,25000,22275,22367,+,contig_3,93,-17.79538
fine_tuned,25000,22591,22881,+,contig_3,291,-1157.43
fine_tuned,25000,22901,23266,+,contig_3,366,-554.0681
fine_tuned,25000,23380,23574,+,contig_3,195,-1.998021
fine_tuned,25000,3,719,+,contig_4,717,-7740532.0
fine_tuned,25000,685,900,+,contig_4,216,-37.7366
fine_tuned,25000,897,1133,+,contig_4,237,-46.45145
fine_tuned,5000,2,217,+,contig_0,216,-3.153967
fine_tuned,5000,214,744,+,contig_0,531,-5827.898
fine_tuned,5000,731,1201,+,contig_0,471,-7463.925
fine_tuned,5000,1189,1506,+,contig_0,318,-55.1816
fine_tuned,5000,1508,1801,+,contig_0,294,-1618.814
fine_tuned,5000,1886,2101,+,contig_0,216,-12.70202
fine_tuned,5000,2140,2289,+,contig_0,150,-3.304932
fine_tuned,5000,2277,3077,+,contig_0,801,-115482.0
fine_tuned,5000,3132,3458,+,contig_0,327,-61.55702
fine_tuned,5000,3471,3878,+,contig_0,408,-594.9386
fine_tuned,5000,4371,3886,-,contig_0,486,-138.0214
fine_tuned,5000,4627,4385,-,contig_0,243,-10.61162
fine_tuned,5000,4853,4617,-,contig_0,237,-50.67186
fine_tuned,5000,4989,4888,-,contig_0,102,-0.4822317
fine_tuned,1000,773,105,-,contig_0,669,-39933.7
fine_tuned,1000,953,798,-,contig_0,156,-8.182208
fine_tuned,5000,150,1,-,contig_0,150,-1.478288
fine_tuned,5000,299,201,-,contig_0,99,-0.04556558
fine_tuned,5000,333,425,+,contig_0,93,-0.848194
fine_tuned,5000,475,597,+,contig_0,123,-437.7525
fine_tuned,5000,798,682,-,contig_0,117,-0.04265925
fine_tuned,5000,889,1026,+,contig_0,138,-4.213607
fine_tuned,5000,1060,1161,+,contig_0,102,-2.867663
fine_tuned,5000,1213,1593,+,contig_0,381,-1554.418
fine_tuned,5000,1580,1696,+,contig_0,117,-1.059675
fine_tuned,5000,1741,2019,+,contig_0,279,-1216.261
fine_tuned,5000,2076,2369,+,contig_0,294,-5934.0
fine_tuned,5000,2395,2946,+,contig_0,552,-122579400.0
fine_tuned,5000,2990,3139,+,contig_0,150,-0.1591455
fine_tuned,5000,51,1757,+,contig_1,1707,-1.056356e+17
fine_tuned,50000,376,89,-,contig_0,288,-90.39544
fine_tuned,50000,946,479,-,contig_0,468,-30.58823
fine_tuned,50000,1059,943,-,contig_0,117,-2.136888
fine_tuned,50000,1083,1799,+,contig_0,717,-992.8787
fine_tuned,50000,1811,1996,+,contig_0,186,-16.19113
fine_tuned,50000,2883,2047,-,contig_0,837,-181762.6
fine_tuned,50000,3631,2930,-,contig_0,702,-1616.858
fine_tuned,50000,3834,3649,-,contig_0,186,-33.10496
fine_tuned,50000,4035,3931,-,contig_0,105,-0.2095089
fine_tuned,50000,4222,4001,-,contig_0,222,-38.32194
fine_tuned,50000,4560,4276,-,contig_0,285,-62.08426
fine_tuned,50000,4840,4613,-,contig_0,228,-52.40993
fine_tuned,50000,5194,4865,-,contig_0,330,-5.903032
fine_tuned,50000,5432,5196,-,contig_0,237,-78.92559
fine_tuned,50000,6067,5429,-,contig_0,639,-2974.053
fine_tuned,50000,6336,6049,-,contig_0,288,-11.19635
fine_tuned,50000,7643,6324,-,contig_0,1320,-4060132.0
fine_tuned,50000,8076,7720,-,contig_0,357,-55.55402
fine_tuned,50000,9072,8098,-,contig_0,975,-30534.67
fine_tuned,50000,9493,9125,-,contig_0,369,-23.83846
fine_tuned,50000,9857,9663,-,contig_0,195,-3.525953
fine_tuned,50000,9958,9869,-,contig_0,90,-4.932025
fine_tuned,50000,10141,9965,-,contig_0,177,-0.2184593
fine_tuned,50000,10558,10241,-,contig_0,318,-164.5015
fine_tuned,50000,10698,10555,-,contig_0,144,-1.312541
fine_tuned,50000,11261,10791,-,contig_0,471,-360.6767
fine_tuned,50000,11525,11274,-,contig_0,252,-5.806885
fine_tuned,50000,14875,11516,-,contig_0,3360,-3.481897e+19
fine_tuned,50000,15374,14880,-,contig_0,495,-1379.268
fine_tuned,50000,15592,15434,-,contig_0,159,-0.1573336
fine_tuned,50000,16100,15639,-,contig_0,462,-3038.799
fine_tuned,50000,16300,16151,-,contig_0,150,-21.36724
fine_tuned,50000,16405,16521,+,contig_0,117,-2.232597
fine_tuned,50000,16651,16782,+,contig_0,132,-6.370417
fine_tuned,50000,18275,16800,-,contig_0,1476,-664883100.0
fine_tuned,50000,18614,18300,-,contig_0,315,-185.7424
fine_tuned,50000,281,3,-,contig_1,279,-128.3915
fine_tuned,50000,615,370,-,contig_1,246,-71.76737
fine_tuned,50000,772,644,-,contig_1,129,-38.45434
fine_tuned,50000,1137,772,-,contig_1,366,-323.5281
fine_tuned,50000,1342,1124,-,contig_1,219,-0.9598448
fine_tuned,50000,1571,1362,-,contig_1,210,-6.511055
fine_tuned,50000,1552,1950,+,contig_1,399,-175.8336
fine_tuned,50000,1960,2814,+,contig_1,855,-79408.46
fine_tuned,50000,2762,3181,+,contig_1,420,-100.4985
fine_tuned,50000,3265,3390,+,contig_1,126,-3.656724
fine_tuned,50000,3387,4649,+,contig_1,1263,-46046600.0
fine_tuned,50000,4618,5001,+,contig_1,384,-117.2922
fine_tuned,50000,5034,6245,+,contig_1,1212,-1375365.0
fine_tuned,50000,6345,6908,+,contig_1,564,-98.31133
fine_tuned,50000,6917,7018,+,contig_1,102,-13.80393
fine_tuned,50000,5,205,+,contig_2,201,-12.86127
fine_tuned,50000,218,571,+,contig_2,354,-3108.408
fine_tuned,50000,699,908,+,contig_2,210,-2.188798
fine_tuned,50000,1040,1945,+,contig_2,906,-797020.7
fine_tuned,50000,2032,2181,+,contig_2,150,-5.822272
fine_tuned,50000,2178,2576,+,contig_2,399,-38.65152
fine_tuned,50000,2582,3007,+,contig_2,426,-226.7119
fine_tuned,50000,3687,3004,-,contig_2,684,-3489.737
fine_tuned,50000,3898,3800,-,contig_2,99,-1.511747
fine_tuned,50000,3947,4315,+,contig_2,369,-570.997
fine_tuned,50000,4870,4397,-,contig_2,474,-4124.391
fine_tuned,50000,5154,4981,-,contig_2,174,-0.1184648
fine_tuned,50000,5392,5282,-,contig_2,111,-2.918732
fine_tuned,50000,5565,5476,-,contig_2,90,-2.17192
fine_tuned,50000,5827,5726,-,contig_2,102,-0.1259195
fine_tuned,50000,5990,5838,-,contig_2,153,-0.4268094
fine_tuned,50000,6185,6012,-,contig_2,174,-119.4063
fine_tuned,50000,6419,6261,-,contig_2,159,-492.5468
fine_tuned,50000,7031,6426,-,contig_2,606,-69966.15
fine_tuned,50000,7341,7000,-,contig_2,342,-251.1584
fine_tuned,50000,226,2,-,contig_3,225,-17.00727
fine_tuned,50000,322,227,-,contig_3,96,-19.2926
fine_tuned,50000,590,312,-,contig_3,279,-157.136
fine_tuned,50000,701,606,-,contig_3,96,-0.8552429
fine_tuned,50000,810,694,-,contig_3,117,-2.547744
fine_tuned,50000,359,3,-,contig_4,357,-330.2475
fine_tuned,50000,802,404,-,contig_4,399,-20.12723
fine_tuned,50000,828,917,+,contig_4,90,-3.376749
fine_tuned,50000,962,2050,+,contig_4,1089,-4463624.0
fine_tuned,50000,2124,2264,+,contig_4,141,-7.519895
fine_tuned,50000,3106,2399,-,contig_4,708,-10029.73
fine_tuned,50000,3116,3211,+,contig_4,96,-3.553907
fine_tuned,50000,3242,3688,+,contig_4,447,-388.5481
fine_tuned,50000,3730,4026,+,contig_4,297,-60.21587
fine_tuned,50000,4038,4571,+,contig_4,534,-328.2866
fine_tuned,50000,4483,5043,+,contig_4,561,-5221.317
fine_tuned,50000,5040,5411,+,contig_4,372,-123.358
fine_tuned,50000,5411,5692,+,contig_4,282,-50.08385
fine_tuned,50000,5733,5933,+,contig_4,201,-9.605492
fine_tuned,50000,5966,6091,+,contig_4,126,-0.8467329
fine_tuned,50000,6125,6295,+,contig_4,171,-7.52345
fine_tuned,50000,6292,7089,+,contig_4,798,-12542.48
fine_tuned,50000,7089,7436,+,contig_4,348,-2.917718
fine_tuned,50000,7433,7597,+,contig_4,165,-13.97582
fine_tuned,50000,7610,7858,+,contig_4,249,-19.25852
fine_tuned,50000,7849,8118,+,contig_4,270,-11.88059
fine_tuned,50000,8081,8269,+,contig_4,189,-2.950895
fine_tuned,50000,8280,8468,+,contig_4,189,-8.675554
fine_tuned,50000,8499,8600,+,contig_4,102,-1.550762
fine_tuned,50000,8600,8704,+,contig_4,105,-1.705744
fine_tuned,50000,8717,8887,+,contig_4,171,-0.1606552
fine_tuned,50000,8924,9157,+,contig_4,234,-7.463573
fine_tuned,50000,9255,9947,+,contig_4,693,-96062.14
fine_tuned,50000,10005,10097,+,contig_4,93,-2.835425
fine_tuned,50000,10240,10992,+,contig_4,753,-62991.21
fine_tuned,50000,10989,11156,+,contig_4,168,-4.70816
fine_tuned,50000,11165,11389,+,contig_4,225,-11.93044
fine_tuned,50000,11540,11746,+,contig_4,207,-0.5207286
fine_tuned,50000,11728,11829,+,contig_4,102,-0.06672193
fine_tuned,50000,11836,12276,+,contig_4,441,-444.9763
fine_tuned,50000,12230,12343,+,contig_4,114,-6.019538
fine_tuned,50000,12501,12812,+,contig_4,312,-146.196
fine_tuned,50000,12809,13246,+,contig_4,438,-543.0196
fine_tuned,50000,13263,13457,+,contig_4,195,-10.76477
fine_tuned,50000,13457,13663,+,contig_4,207,-30.97247
fine_tuned,50000,13675,14277,+,contig_4,603,-1379.259
fine_tuned,50000,14323,15468,+,contig_4,1146,-995502.3
fine_tuned,50000,15481,15747,+,contig_4,267,-156.8008
fine_tuned,50000,15750,16124,+,contig_4,375,-1120.196
fine_tuned,50000,63,1811,+,contig_0,1749,-82522550000.0
fine_tuned,50000,1896,2174,+,contig_0,279,-4884.338
fine_tuned,50000,2177,2398,+,contig_0,222,-3.876738
fine_tuned,50000,2408,3637,+,contig_0,1230,-6154513000.0
fine_tuned,50000,3638,3748,+,contig_0,111,-6.931846
fine_tuned,50000,3735,3830,+,contig_0,96,-6.472368
fine_tuned,50000,3818,4069,+,contig_0,252,-18.71054
fine_tuned,50000,4079,4186,+,contig_0,108,-0.157772
fine_tuned,50000,4206,4562,+,contig_0,357,-171.9559
fine_tuned,50000,4628,4849,+,contig_0,222,-100.7731
fine_tuned,50000,4937,5209,+,contig_0,273,-1.384713
fine_tuned,50000,5247,6386,+,contig_0,1140,-16482240.0
fine_tuned,50000,6405,6623,+,contig_0,219,-51.02781
fine_tuned,50000,6633,6926,+,contig_0,294,-5128.905
fine_tuned,50000,6880,7551,+,contig_0,672,-5256832.0
fine_tuned,50000,3,236,+,contig_2,234,-259.5813
fine_tuned,50000,321,584,+,contig_2,264,-199.3427
fine_tuned,50000,627,875,+,contig_2,249,-2862.845
fine_tuned,50000,900,1073,+,contig_2,174,-142.2192
fine_tuned,50000,1057,1476,+,contig_2,420,-583.3119
fine_tuned,50000,1815,1693,-,contig_2,123,-0.3284222
fine_tuned,50000,2054,1947,-,contig_2,108,-2.662729
fine_tuned,50000,2030,2683,+,contig_2,654,-8223.369
fine_tuned,50000,3075,2839,-,contig_2,237,-8.782102
fine_tuned,50000,3229,3654,+,contig_2,426,-3656.845
fine_tuned,50000,3743,3910,+,contig_2,168,-40.32467
fine_tuned,50000,3925,4083,+,contig_2,159,-43.01675
fine_tuned,50000,4086,4454,+,contig_2,369,-138.8257
fine_tuned,50000,4468,4797,+,contig_2,330,-2515.802
fine_tuned,50000,5050,4811,-,contig_2,240,-27.50506
fine_tuned,50000,5031,5522,+,contig_2,492,-482.729
fine_tuned,50000,5694,5512,-,contig_2,183,-3.70622
fine_tuned,50000,5774,6037,+,contig_2,264,-18.56903
fine_tuned,50000,6034,6255,+,contig_2,222,-71.28269
fine_tuned,50000,6255,6557,+,contig_2,303,-187.6955
fine_tuned,50000,6570,6773,+,contig_2,204,-137.7904
fine_tuned,50000,6730,7452,+,contig_2,723,-29767.22
fine_tuned,50000,7465,7722,+,contig_2,258,-176.64
fine_tuned,50000,7834,8220,+,contig_2,387,-1907.777
fine_tuned,50000,8231,8608,+,contig_2,378,-1045.536
fine_tuned,50000,8651,8824,+,contig_2,174,-42.05925
fine_tuned,50000,8949,9179,+,contig_2,231,-9.30489
fine_tuned,50000,3,665,+,contig_3,663,-12781.2
fine_tuned,50000,674,2245,+,contig_3,1572,-5568847000000.0
fine_tuned,50000,2268,2507,+,contig_3,240,-93.30074
fine_tuned,50000,2504,2662,+,contig_3,159,-63.90196
fine_tuned,50000,2756,2974,+,contig_3,219,-124.234
fine_tuned,50000,3161,2964,-,contig_3,198,-1.91369
fine_tuned,50000,3148,3522,+,contig_3,375,-1038.04
fine_tuned,50000,3626,3877,+,contig_3,252,-4.031699
fine_tuned,50000,3914,4708,+,contig_3,795,-4490531.0
fine_tuned,50000,4827,5198,+,contig_3,372,-0.7399661
fine_tuned,50000,5266,5397,+,contig_3,132,-0.1960058
fine_tuned,50000,5363,5569,+,contig_3,207,-112.5762
fine_tuned,50000,5653,6111,+,contig_3,459,-880.735
fine_tuned,50000,6108,6641,+,contig_3,534,-580.3288
fine_tuned,50000,6638,7495,+,contig_3,858,-116606500.0
fine_tuned,50000,7707,7585,-,contig_3,123,-0.1694827
fine_tuned,50000,8034,7729,-,contig_3,306,-667.8185
fine_tuned,50000,8205,8813,+,contig_3,609,-8675.0
fine_tuned,50000,8810,9646,+,contig_3,837,-3171694.0
fine_tuned,50000,9770,9621,-,contig_3,150,-1.55331
fine_tuned,50000,9947,9777,-,contig_3,171,-0.119057
fine_tuned,50000,9950,10906,+,contig_3,957,-24518510.0
fine_tuned,50000,11009,11620,+,contig_3,612,-4496.705
fine_tuned,50000,11634,11942,+,contig_3,309,-6.4487
fine_tuned,50000,12024,12563,+,contig_3,540,-42328.94
fine_tuned,50000,12577,13086,+,contig_3,510,-10302.35
fine_tuned,50000,13058,13351,+,contig_3,294,-111.0231
fine_tuned,50000,13356,13712,+,contig_3,357,-347.1833
fine_tuned,50000,13709,13930,+,contig_3,222,-25.77437
fine_tuned,50000,14072,14719,+,contig_3,648,-13393960.0
fine_tuned,50000,14716,15012,+,contig_3,297,-166.3057
fine_tuned,50000,15147,15446,+,contig_3,300,-50.45305
fine_tuned,50000,15451,15663,+,contig_3,213,-600.3688
fine_tuned,50000,15669,16097,+,contig_3,429,-16284.59
fine_tuned,50000,16112,16201,+,contig_3,90,-0.3265074
fine_tuned,50000,16223,16345,+,contig_3,123,-0.1093375
fine_tuned,50000,16965,16348,-,contig_3,618,-26269.92
fine_tuned,50000,17378,17127,-,contig_3,252,-5.341942
fine_tuned,50000,17555,17668,+,contig_3,114,-1.615539
fine_tuned,50000,17810,18070,+,contig_3,261,-56.22223
fine_tuned,50000,18079,18318,+,contig_3,240,-152.2067
fine_tuned,50000,19022,18411,-,contig_3,612,-7889.432
fine_tuned,50000,19158,18952,-,contig_3,207,-199.4761
fine_tuned,50000,19741,19220,-,contig_3,522,-40826.65
fine_tuned,50000,19971,19771,-,contig_3,201,-30.15586
fine_tuned,50000,20059,20310,+,contig_3,252,-2448.68
fine_tuned,50000,20371,20670,+,contig_3,300,-100.4503
fine_tuned,50000,20771,21052,+,contig_3,282,-87.04473
fine_tuned,50000,21234,21674,+,contig_3,441,-73390.78
fine_tuned,50000,21599,21949,+,contig_3,351,-1572.994
fine_tuned,50000,21950,23158,+,contig_3,1209,-1447128000000.0
fine_tuned,50000,23197,23295,+,contig_3,99,-8.626435
fine_tuned,50000,23318,23665,+,contig_3,348,-766.0848
fine_tuned,50000,23702,23908,+,contig_3,207,-15.93798
fine_tuned,50000,23994,24176,+,contig_3,183,-29.07481
fine_tuned,50000,24192,24341,+,contig_3,150,-0.3703932
fine_tuned,50000,24381,24533,+,contig_3,153,-118.2261
fine_tuned,50000,24551,24739,+,contig_3,189,-113.625
fine_tuned,50000,24756,25394,+,contig_3,639,-430631.3
fine_tuned,50000,25398,25748,+,contig_3,351,-6733.328
fine_tuned,50000,25699,26433,+,contig_3,735,-742566200.0
fine_tuned,50000,26435,26548,+,contig_3,114,-0.119715
fine_tuned,50000,26561,27106,+,contig_3,546,-3989.892
fine_tuned,50000,27184,27339,+,contig_3,156,-49.6638
fine_tuned,50000,27342,27566,+,contig_3,225,-1664.305
fine_tuned,50000,27563,27685,+,contig_3,123,-28.14539
fine_tuned,50000,27703,28020,+,contig_3,318,-794.0289
fine_tuned,50000,28090,28425,+,contig_3,336,-229.6845
fine_tuned,50000,28430,28828,+,contig_3,399,-1277267.0
fine_tuned,50000,28973,28872,-,contig_3,102,-1.662783
fine_tuned,50000,28987,29430,+,contig_3,444,-233.7857
fine_tuned,50000,29559,29825,+,contig_3,267,-739.1415
fine_tuned,50000,29837,30223,+,contig_3,387,-1696.704
fine_tuned,50000,30192,30440,+,contig_3,249,-205.025
fine_tuned,50000,30437,30799,+,contig_3,363,-63.53806
fine_tuned,50000,30796,31074,+,contig_3,279,-270.2802
fine_tuned,50000,31088,31606,+,contig_3,519,-252110.0
fine_tuned,50000,31616,32071,+,contig_3,456,-4805.2
fine_tuned,50000,32075,32323,+,contig_3,249,-320.2569
fine_tuned,50000,32333,32461,+,contig_3,129,-4.725566
fine_tuned,50000,32451,32699,+,contig_3,249,-512.1334
fine_tuned,50000,32738,33247,+,contig_3,510,-45905.2
